Altice аренасындағы ұлттық
әлеуметтік маңызы бар
әлі ештеңе шықпай
әлі күнге дейін
әлі талай қыздың
әлі үш күн
әлі өз өзіне
ән айтуға кеңес
ән айтқанда дауысы
ән аузыма келе
ән жараспайтынын айтып
әннің ресми бейнебаяны
әннің тарихын күрсіне
әнші Асан Пердешов
әнші Димаш Құдайберген
әнші Нетта жеңімпаз
әнші Элени Форейреге
әнші көптен күткен
әншілікті қосымша алып
әншісі Цезарь Сэмптон
әні сөйтіп сахна
